강우사상번호,연도,월,일,시간,유입량_Qt,유입량_Qt_1_P,유입량_Qt_2_P,유입량_Qt_3_P,유입량_Qt_4_P,유입량_Qt_5_P,유역평균강수량_1h,강수량_지점1_1h,강수량_지점2_1h,강수량_지점3_1h,강수량_지점4_1h,수위_지점1_1h,수위_지점2_1h,유역평균강수량_2h,강수량_지점1_2h,강수량_지점2_2h,강수량_지점3_2h,강수량_지점4_2h,수위_지점1_2h,수위_지점2_2h,유역평균강수량_3h,강수량_지점1_3h,강수량_지점2_3h,강수량_지점3_3h,강수량_지점4_3h,수위_지점1_3h,수위_지점2_3h,유역평균강수량_4h,강수량_지점1_4h,강수량_지점2_4h,강수량_지점3_4h,강수량_지점4_4h,수위_지점1_4h,수위_지점2_4h,유역평균강수량_5h,강수량_지점1_5h,강수량_지점2_5h,강수량_지점3_5h,강수량_지점4_5h,수위_지점1_5h,수위_지점2_5h,유역평균강수량_6h,강수량_지점1_6h,강수량_지점2_6h,강수량_지점3_6h,강수량_지점4_6h,수위_지점1_6h,수위_지점2_6h
25,2009,7,10,14,2277.417761,2519.251522,2762.464089,2967.060876,3108.734631,3150.060783,103.5073,123,101,76,86,5.94,120.725,103.5073,123,101,76,86,5.94,120.9416667,103.5073,123,101,76,86,5.94,121.1083333,103.5073,123,101,76,86,5.94,120.4892857,103.5073,123,101,76,86,5.94,120.548,103.5073,123,101,75,86,5.94,120.58
25,2009,7,10,15,2073.295243,2277.417761,2519.251522,2762.464089,2967.060876,3108.734631,103.5073,123,101,76,86,5.77,120.85625,103.5073,123,101,76,86,5.77,121.1083333,103.5073,123,101,76,86,5.77,121.2833333,103.5073,123,101,76,86,5.77,120.5678571,103.5073,123,101,76,86,5.77,120.636,103.5073,123,101,75,86,5.77,120.685
25,2009,7,10,16,1908.336693,2073.295243,2277.417761,2519.251522,2762.464089,2967.060876,103.5073,123,101,76,86,5.61,120.9875,103.5073,123,101,76,86,5.61,121.2833333,103.5073,123,101,76,86,5.61,121.4583333,103.5073,123,101,76,86,5.61,120.65,103.5073,123,101,76,86,5.61,120.728,103.5073,123,101,74,86,5.61,120.795
25,2009,7,10,17,1774.928201,1908.336693,2073.295243,2277.417761,2519.251522,2762.464089,103.5073,123,101,76,86,5.47,121.125,103.5073,123,101,76,86,5.47,121.4583333,103.5073,123,101,75,86,5.47,121.6333333,103.5073,123,101,76,86,5.47,120.7357143,103.5073,123,101,76,86,5.47,120.824,103.5073,123,101,62,86,5.47,120.91
25,2009,7,10,18,1664.069015,1774.928201,1908.336693,2073.295243,2277.417761,2519.251522,103.5073,123,101,76,86,5.34,121.26875,103.5073,123,101,75,86,5.34,121.6333333,103.5073,123,101,75,86,5.34,121.8,103.5073,123,101,76,86,5.34,120.825,103.5073,123,101,76,86,5.34,120.924,103.5073,123,101,60,86,5.34,121.03
25,2009,7,10,19,1567.791851,1664.069015,1774.928201,1908.336693,2073.295243,2277.417761,103.5073,123,101,76,86,5.22,121.41875,103.5073,123,101,75,86,5.22,121.8,103.5073,123,101,74,86,5.22,121.9416667,103.5073,123,101,76,86,5.22,120.9142857,103.5073,123,101,76,86,5.22,121.024,103.5073,123,101,54,86,5.22,121.155
25,2009,7,10,20,1483.650129,1567.791851,1664.069015,1774.928201,1908.336693,2073.295243,103.5073,123,101,75,86,5.11,121.56875,103.5073,123,101,74,86,5.11,121.9416667,103.5073,123,101,62,86,5.11,122.075,103.5073,123,101,76,86,5.11,121.0071429,103.5073,123,101,76,86,5.11,121.128,103.5073,123,101,50,86,5.11,121.275
25,2009,7,10,21,1409.526411,1483.650129,1567.791851,1664.069015,1774.928201,1908.336693,103.5073,123,101,75,86,5,121.71875,103.5073,123,101,62,86,5,122.075,103.5073,123,101,60,86,5,122.1833333,103.5073,123,101,76,86,5,121.1,103.5073,123,101,76,86,5,121.232,103.5073,123,101,47,79,5,121.4
25,2009,7,10,22,1341.073423,1409.526411,1483.650129,1567.791851,1664.069015,1774.928201,103.5073,123,101,74,86,4.91,121.8625,103.5073,123,101,60,86,4.91,122.1833333,103.5073,123,101,54,86,4.91,122.2833333,103.5073,123,101,76,86,4.91,121.1964286,103.5073,123,101,76,86,4.91,121.34,103.5073,123,101,36,73,4.91,121.525
26,2009,7,11,19,630.9252638,649.0386982,665.3993007,679.7262652,691.7625359,701.6841037,87.0887,120,61,0,0,3.68,123.08125,80.7006,120,52,0,0,3.68,123.1166667,80.7006,120,8,0,0,3.68,123.125,71.9056,120,8,22,0,3.68,122.9071429,60.9238,120,8,22,0,3.68,122.968,13.789,120,15,0,0,3.68,123.035
26,2009,7,11,20,611.0017607,630.9252638,649.0386982,665.3993007,679.7262652,691.7625359,80.7006,108,52,0,0,3.64,123.09375,71.9056,108,50,0,0,3.64,123.125,71.9056,108,8,0,0,3.64,123.1333333,65.8683,108,8,21,0,3.64,122.9392857,52.0651,108,8,21,0,3.64,122.996,6.4894,108,8,1,0,3.64,123.05
26,2009,7,11,21,589.5446351,611.0017607,630.9252638,649.0386982,665.3993007,679.7262652,71.9056,97,50,0,0,3.61,123.10625,65.8683,97,47,0,0,3.61,123.1333333,65.8683,97,5,0,0,3.61,123.1333333,61.2042,97,5,7,0,3.61,122.9642857,47.5257,97,5,7,0,3.61,123.016,4.4281,97,8,1,0,3.61,123.07
26,2009,7,11,22,568.9238628,589.5446351,611.0017607,630.9252638,649.0386982,665.3993007,65.8683,87,47,0,0,3.57,123.1125,61.2042,87,46,0,0,3.57,123.1333333,61.2042,87,2,1,0,3.57,123.1416667,52.5608,87,2,4,0,3.57,122.9892857,44.6282,87,2,4,0,3.57,123.04,3.4284,87,5,1,0,3.57,123.08
26,2009,7,11,23,553.6106253,568.9238628,589.5446351,611.0017607,630.9252638,649.0386982,61.2042,80,46,0,0,3.54,123.125,52.5608,80,45,1,0,3.54,123.1416667,52.5608,80,1,1,0,3.54,123.15,48.0388,81,1,3,1,3.54,123.0142857,41.3589,81,1,3,1,3.54,123.06,2.405,81,2,1,1,3.54,123.095
26,2009,7,11,24,546.7974791,553.6106253,568.9238628,589.5446351,611.0017607,630.9252638,52.5608,70,46,1,0,3.51,123.1375,48.0388,71,38,1,0,3.51,123.15,48.0388,71,2,1,0,3.51,123.15,45.7157,72,2,4,2,3.51,123.0321429,35.0674,72,2,4,2,3.51,123.072,2.2798,72,2,3,2,3.51,123.11
26,2009,7,12,1,544.8794667,546.7974791,553.6106253,568.9238628,589.5446351,611.0017607,48.0388,64,39,1,0,3.48,123.1375,45.7157,66,17,1,0,3.48,123.15,45.7157,66,2,1,1,3.48,123.15,42.724,66,2,3,3,3.48,123.05,15.9476,66,2,3,3,3.48,123.084,2.6261,66,3,3,3,3.48,123.115
26,2009,7,12,2,544.1099533,544.8794667,546.7974791,553.6106253,568.9238628,589.5446351,45.7157,61,17,1,1,3.45,123.1375,42.724,62,10,1,1,3.45,123.15,42.724,62,2,3,2,3.45,123.15,36.1298,62,2,5,3,3.45,123.0642857,9.135,62,2,5,3,3.45,123.092,2.9971,62,2,5,3,3.45,123.12
26,2009,7,12,3,546.9731082,544.1099533,544.8794667,546.7974791,553.6106253,568.9238628,42.724,55,11,1,2,3.43,123.1375,36.1298,55,11,3,2,3.43,123.15,36.1298,55,3,3,3,3.43,123.15,19.773,56,3,7,10,3.43,123.075,10.1317,56,3,7,10,3.43,123.1,6.2213,56,3,7,10,3.43,123.125
26,2009,7,12,4,556.5679969,546.9731082,544.1099533,544.8794667,546.7974791,553.6106253,36.1298,44,14,3,3,3.42,123.1375,19.773,45,11,3,3,3.42,123.15,19.773,45,6,5,3,3.42,123.15,19.2841,49,6,20,26,3.42,123.0892857,15.7274,49,6,20,26,3.42,123.112,13.017,49,6,20,26,3.42,123.13
26,2009,7,12,5,572.2224658,556.5679969,546.9731082,544.1099533,544.8794667,546.7974791,19.773,16,24,3,3,3.41,123.14375,19.2841,21,21,5,3,3.41,123.15,19.2841,21,19,7,10,3.41,123.15,28.2075,28,19,30,41,3.41,123.1,25.6713,28,19,30,41,3.41,123.12,24.2559,28,19,30,41,3.41,123.135
26,2009,7,12,6,593.1157999,572.2224658,556.5679969,546.9731082,544.1099533,544.8794667,19.2841,14,35,5,10,3.41,123.15,28.2075,25,34,7,10,3.41,123.15,28.2075,25,33,20,26,3.41,123.15,38.8077,42,33,34,49,3.41,123.1107143,36.5716,42,33,34,49,3.41,123.128,36.0973,42,33,34,49,3.41,123.14
26,2009,7,12,7,622.8152595,593.1157999,572.2224658,556.5679969,546.9731082,544.1099533,28.2075,11,47,7,26,3.43,123.15625,38.8077,35,47,20,26,3.43,123.15,38.8077,35,46,30,41,3.43,123.1583333,51.4055,62,46,39,63,3.43,123.1214286,50.2615,62,46,39,63,3.43,123.136,49.9664,62,46,39,63,3.43,123.145
26,2009,7,12,8,670.5263463,622.8152595,593.1157999,572.2224658,556.5679969,546.9731082,38.8077,16,58,20,41,3.46,123.1625,51.4055,60,57,30,41,3.46,123.1583333,51.4055,60,57,34,49,3.46,123.1583333,61.2194,83,57,40,72,3.46,123.1285714,60.8743,83,57,40,72,3.46,123.144,60.7214,83,57,40,72,3.46,123.15
26,2009,7,12,9,744.4898573,670.5263463,622.8152595,593.1157999,572.2224658,556.5679969,51.4055,32,68,30,49,3.5,123.1625,61.2194,82,68,34,49,3.5,123.1583333,61.2194,82,68,39,63,3.5,123.1666667,69.3365,102,68,41,74,3.5,123.1357143,69.1063,102,68,41,74,3.5,123.148,69.0151,102,68,41,74,3.5,123.155
26,2009,7,12,10,844.243775,744.4898573,670.5263463,622.8152595,593.1157999,572.2224658,61.2194,58,78,34,63,3.6,123.1625,69.3365,101,78,39,63,3.6,123.1666667,69.3365,101,78,40,72,3.6,123.1666667,79.8646,114,78,47,84,3.6,123.1428571,79.7354,114,78,47,84,3.6,123.152,79.6854,114,78,47,84,3.6,123.16
26,2009,7,12,11,968.3790466,844.243775,744.4898573,670.5263463,622.8152595,593.1157999,69.3365,81,87,39,72,3.81,123.1625,79.8646,114,87,40,72,3.81,123.1666667,79.8646,114,87,41,74,3.81,123.1666667,88.9345,134,87,49,88,3.81,123.15,88.8933,134,87,49,88,3.81,123.156,88.8433,134,87,49,88,3.81,123.165
26,2009,7,12,12,1120.401296,968.3790466,844.243775,744.4898573,670.5263463,622.8152595,79.8646,101,89,40,74,4.2,123.16875,88.9345,134,89,41,74,4.2,123.1666667,88.9345,134,89,47,84,4.2,123.175,95.4793,154,89,50,89,4.2,123.1535714,95.4793,154,89,50,89,4.2,123.16,95.4293,154,89,50,89,4.2,123.17
26,2009,7,12,13,1312.907709,1120.401296,968.3790466,844.243775,744.4898573,670.5263463,88.9345,114,91,41,84,4.69,123.16875,95.4793,154,91,47,84,4.69,123.175,95.4793,154,91,49,88,4.69,123.1916667,102.7339,167,91,54,94,4.69,123.1607143,102.7102,167,91,54,94,4.69,123.168,102.6555,167,91,54,94,4.69,123.17
26,2009,7,12,14,1589.94704,1312.907709,1120.401296,968.3790466,844.243775,744.4898573,95.4793,134,94,47,88,5.31,123.18125,102.7339,167,94,49,88,5.31,123.1916667,102.7339,167,94,50,89,5.31,123.2166667,109.612,180,94,55,98,5.31,123.1714286,109.5883,180,94,55,98,5.31,123.18,109.4705,180,94,55,98,5.31,123.175
26,2009,7,12,15,2001.511667,1589.94704,1312.907709,1120.401296,968.3790466,844.243775,102.7339,154,95,49,89,6.6,123.19375,109.612,180,95,50,89,6.6,123.2166667,109.612,180,95,54,94,6.6,123.2416667,112.5285,200,95,56,98,6.6,123.1821429,112.5022,200,95,56,98,6.6,123.192,112.4107,200,95,56,98,6.6,123.185
26,2009,7,12,16,2583.204095,2001.511667,1589.94704,1312.907709,1120.401296,968.3790466,109.612,167,97,50,94,7.68,123.20625,112.5285,200,97,54,94,7.68,123.2416667,112.5285,200,97,55,98,7.68,123.2666667,121.3019,201,97,90,111,7.68,123.1964286,121.2756,201,97,90,111,7.68,123.208,121.1841,201,97,90,111,7.68,123.2
26,2009,7,12,17,3341.85639,2583.204095,2001.511667,1589.94704,1312.907709,1120.401296,112.5285,180,117,54,98,8.96,123.23125,121.3019,201,117,55,98,8.96,123.2666667,121.3019,201,117,56,98,8.96,123.3083333,132.6213,209,117,107,121,8.96,123.2178571,132.6213,209,117,107,121,8.96,123.228,132.5298,209,117,107,121,8.96,123.215
26,2009,7,12,18,4262.343617,3341.85639,2583.204095,2001.511667,1589.94704,1312.907709,121.3019,200,123,55,98,9.99,123.26875,132.6213,209,123,56,98,9.99,123.3083333,132.6213,209,123,90,111,9.99,123.375,139.2833,212,123,113,124,9.99,123.25,139.2833,212,123,113,124,9.99,123.26,139.1918,212,123,113,124,9.99,123.245
26,2009,7,12,19,5268.564006,4262.343617,3341.85639,2583.204095,2001.511667,1589.94704,132.6213,201,126,56,111,10.83,123.325,139.2833,212,126,90,111,10.83,123.375,139.2833,212,126,107,121,10.83,123.4666667,142.6215,212,126,117,125,10.83,123.2928571,142.5931,212,126,117,125,10.83,123.304,142.53,212,126,117,125,10.83,123.285
26,2009,7,12,20,6271.270496,5268.564006,4262.343617,3341.85639,2583.204095,2001.511667,139.2833,209,126,90,121,11.56,123.4,142.6215,212,126,107,121,11.56,123.4666667,142.6215,212,126,113,124,11.56,123.5916667,143.0406,212,126,117,125,11.56,123.3464286,142.9491,212,126,117,125,11.56,123.368,142.9491,212,126,117,125,11.56,123.34
26,2009,7,12,21,7189.611692,6271.270496,5268.564006,4262.343617,3341.85639,2583.204095,142.6215,212,126,107,124,12.06,123.49375,143.0406,212,126,113,124,12.06,123.5916667,143.0406,212,126,117,125,12.06,123.7583333,143.136,212,126,117,125,12.06,123.4178571,143.0729,212,126,117,125,12.06,123.448,143.0729,212,126,117,125,12.06,123.42
26,2009,7,12,22,7952.061807,7189.611692,6271.270496,5268.564006,4262.343617,3341.85639,143.0406,212,126,113,125,12.23,123.61875,143.136,212,126,117,125,12.23,123.7583333,143.136,212,126,117,125,12.23,123.9583333,143.2917,212,126,117,125,12.23,123.5035714,143.2917,212,126,117,125,12.23,123.548,143.2917,212,126,117,125,12.23,123.525
26,2009,7,12,23,8516.001832,7952.061807,7189.611692,6271.270496,5268.564006,4262.343617,143.136,212,126,117,125,12.16,123.76875,143.2917,212,126,117,125,12.16,123.9583333,143.2917,212,126,117,125,12.16,124.2,143.3112,212,126,117,125,12.16,123.6107143,143.3112,212,126,117,125,12.16,123.664,143.3112,212,126,117,125,12.16,123.65
26,2009,7,12,24,8846.862737,8516.001832,7952.061807,7189.611692,6271.270496,5268.564006,143.2917,212,126,117,125,11.9,123.95,143.3112,212,126,117,125,11.9,124.2,143.3112,212,126,117,125,11.9,124.4916667,143.3112,212,126,117,125,11.9,123.7357143,143.3112,212,126,117,125,11.9,123.804,143.3112,212,126,117,125,11.9,123.8
26,2009,7,13,1,8923.665921,8846.862737,8516.001832,7952.061807,7189.611692,6271.270496,143.3112,212,126,117,125,11.54,124.16875,143.3112,212,126,117,125,11.54,124.4916667,143.3112,212,126,117,125,11.54,124.8083333,143.3112,212,126,117,125,11.54,123.8785714,143.3112,212,126,117,125,11.54,123.964,143.3112,212,126,117,125,11.54,123.975
26,2009,7,13,2,8767.445196,8923.665921,8846.862737,8516.001832,7952.061807,7189.611692,143.3112,212,126,117,125,11.15,124.4125,143.3112,212,126,117,125,11.15,124.8083333,143.3112,212,126,117,125,11.15,125.1583333,143.3112,212,126,117,125,11.15,124.0357143,143.3112,212,126,117,125,11.15,124.144,143.3112,212,126,117,125,11.15,124.17
26,2009,7,13,3,8414.791141,8767.445196,8923.665921,8846.862737,8516.001832,7952.061807,143.3112,212,126,117,125,10.76,124.6875,143.3112,212,126,117,125,10.76,125.1583333,143.3112,212,126,117,125,10.76,125.55,143.353,212,126,117,125,10.76,124.2107143,143.353,212,126,117,125,10.76,124.344,143.353,212,126,117,125,10.76,124.39
26,2009,7,13,4,7923.332261,8414.791141,8767.445196,8923.665921,8846.862737,8516.001832,143.3112,212,126,117,125,10.35,124.99375,143.353,212,126,117,125,10.35,125.55,143.353,212,126,117,125,10.35,125.9666667,143.353,212,126,117,125,10.35,124.4035714,143.353,212,126,117,125,10.35,124.56,143.353,212,126,117,125,10.35,124.635
26,2009,7,13,5,7352.283001,7923.332261,8414.791141,8767.445196,8923.665921,8846.862737,143.353,212,126,117,125,9.94,125.325,143.353,212,126,117,125,9.94,125.9666667,143.353,212,126,117,125,9.94,126.4,143.353,212,126,117,125,9.94,124.6107143,143.353,212,126,117,125,9.94,124.788,143.353,212,126,117,125,9.94,124.9
26,2009,7,13,6,6746.163635,7352.283001,7923.332261,8414.791141,8767.445196,8923.665921,143.353,212,126,117,125,9.54,125.675,143.353,212,126,117,125,9.54,126.4,143.353,212,126,117,125,9.54,126.8333333,143.353,212,126,117,125,9.54,124.8285714,143.353,212,126,117,125,9.54,125.028,143.353,212,126,117,125,9.54,125.185
26,2009,7,13,7,6141.5595,6746.163635,7352.283001,7923.332261,8414.791141,8767.445196,143.353,212,126,117,125,9.17,126.0375,143.353,212,126,117,125,9.17,126.8333333,143.353,212,126,117,125,9.17,127.2666667,143.353,212,126,117,125,9.17,125.0571429,143.353,212,126,117,125,9.17,125.28,143.353,212,126,117,125,9.17,125.485
26,2009,7,13,8,5558.010357,6141.5595,6746.163635,7352.283001,7923.332261,8414.791141,143.353,212,126,117,125,8.8,126.41875,143.353,212,126,117,125,8.8,127.2666667,143.353,212,126,117,125,8.8,127.6916667,143.353,212,126,117,125,8.8,125.2928571,143.353,212,126,117,125,8.8,125.544,143.353,212,126,117,125,8.8,125.8
26,2009,7,13,9,5012.103415,5558.010357,6141.5595,6746.163635,7352.283001,7923.332261,143.353,212,126,117,125,8.48,126.8125,143.353,212,126,117,125,8.48,127.6916667,143.353,212,126,117,125,8.48,128.0916667,143.353,212,126,117,125,8.48,125.5357143,143.353,212,126,117,125,8.48,125.816,143.353,212,126,116,125,8.48,126.13
26,2009,7,13,10,4523.073588,5012.103415,5558.010357,6141.5595,6746.163635,7352.283001,143.353,212,126,117,125,8.16,127.20625,143.353,212,126,117,125,8.16,128.0916667,143.353,212,126,117,125,8.16,128.475,143.353,212,126,117,125,8.16,125.7857143,143.353,212,126,117,125,8.16,126.096,143.353,212,126,116,125,8.16,126.465
26,2009,7,13,11,4101.114008,4523.073588,5012.103415,5558.010357,6141.5595,6746.163635,143.353,212,126,117,125,7.87,127.59375,143.353,212,126,117,125,7.87,128.475,143.353,212,126,117,125,7.87,128.8333333,143.3948,212,126,117,125,7.87,126.0428571,143.3948,212,126,117,125,7.87,126.384,143.3948,212,126,116,125,7.87,126.805
26,2009,7,13,12,3750.205556,4101.114008,4523.073588,5012.103415,5558.010357,6141.5595,143.353,212,126,117,125,7.6,127.975,143.3948,212,126,117,125,7.6,128.8333333,143.3948,212,126,116,125,7.6,129.1583333,143.3948,212,126,117,125,7.6,126.3071429,143.3948,212,126,117,125,7.6,126.68,143.3948,212,126,116,125,7.6,127.155
26,2009,7,13,13,3459.830733,3750.205556,4101.114008,4523.073588,5012.103415,5558.010357,143.3948,212,126,117,125,7.33,128.34375,143.3948,212,126,116,125,7.33,129.1583333,143.3948,212,126,116,125,7.33,129.4583333,143.3948,212,126,117,125,7.33,126.575,143.3948,212,126,117,125,7.33,126.98,143.3948,212,126,114,125,7.33,127.51
26,2009,7,13,14,3217.42675,3459.830733,3750.205556,4101.114008,4523.073588,5012.103415,143.3948,212,126,117,125,7.11,128.6875,143.3948,212,126,116,125,7.11,129.4583333,143.3948,212,126,116,125,7.11,129.7333333,143.3948,212,126,117,125,7.11,126.85,143.3948,212,126,117,125,7.11,127.284,143.3948,212,126,114,125,7.11,127.86
26,2009,7,13,15,3016.748058,3217.42675,3459.830733,3750.205556,4101.114008,4523.073588,143.3948,212,126,116,125,6.89,129.01875,143.3948,212,126,116,125,6.89,129.7333333,143.3948,212,126,116,125,6.89,129.975,143.3948,212,126,117,125,6.89,127.1285714,143.3948,212,126,117,125,6.89,127.588,143.3948,212,126,112,125,6.89,128.205
26,2009,7,13,16,2852.28475,3016.748058,3217.42675,3459.830733,3750.205556,4101.114008,143.3948,212,126,116,125,6.68,129.325,143.3948,212,126,116,125,6.68,129.975,143.3948,212,126,114,125,6.68,130.1916667,143.3948,212,126,117,125,6.68,127.4107143,143.3948,212,126,117,125,6.68,127.896,143.3948,212,126,110,124,6.68,128.54
26,2009,7,13,17,2715.152261,2852.28475,3016.748058,3217.42675,3459.830733,3750.205556,143.3948,212,126,116,125,6.5,129.6,143.3948,212,126,114,125,6.5,130.1916667,143.3948,212,126,114,125,6.5,130.3833333,143.3948,212,126,117,125,6.5,127.6928571,143.3948,212,126,117,125,6.5,128.204,143.3948,212,126,97,123,6.5,128.86
26,2009,7,13,18,2596.557068,2715.152261,2852.28475,3016.748058,3217.42675,3459.830733,143.3948,212,126,116,125,6.33,129.85625,143.3948,212,126,114,125,6.33,130.3833333,143.3948,212,126,112,125,6.33,130.55,143.3948,212,126,117,124,6.33,127.9714286,143.3948,212,126,117,124,6.33,128.504,143.3948,212,126,87,122,6.33,129.16
26,2009,7,13,19,2491.320763,2596.557068,2715.152261,2852.28475,3016.748058,3217.42675,143.3948,212,126,114,125,6.18,130.08125,143.3948,212,126,112,125,6.18,130.55,143.3948,212,126,110,124,6.18,130.7,143.3948,212,126,117,123,6.18,128.2535714,143.3948,212,126,117,123,6.18,128.796,143.3948,212,126,83,122,6.18,129.44
26,2009,7,13,20,2394.704737,2491.320763,2596.557068,2715.152261,2852.28475,3016.748058,143.3948,212,126,114,124,6.04,130.28125,143.3948,212,126,110,124,6.04,130.7,143.3948,212,126,97,123,6.04,130.825,143.3948,212,126,117,122,6.04,128.5321429,143.3948,212,126,117,122,6.04,129.076,143.3948,212,126,78,115,6.04,129.7
26,2009,7,13,21,2302.615099,2394.704737,2491.320763,2596.557068,2715.152261,2852.28475,143.3948,212,126,112,123,5.9,130.45625,143.3948,212,126,97,123,5.9,130.825,143.3948,212,126,87,122,5.9,130.9333333,143.3948,212,126,117,122,5.9,128.8035714,143.3948,212,126,117,122,5.9,129.34,143.3402,212,126,77,99,5.9,129.93
27,2009,7,13,24,2041.991353,2122.232023,2208.595928,2301.571121,2399.81812,2499.555422,143.3948,212,126,87,115,5.55,130.85,143.3948,212,126,78,115,5.55,131.1,143.3948,212,125,77,99,5.55,131.1583333,143.4697,212,125,116,84,5.55,129.55,143.4697,212,125,116,84,5.55,130.02,142.8932,212,126,68,62,5.55,130.485
27,2009,7,14,1,1962.517744,2041.991353,2122.232023,2208.595928,2301.571121,2399.81812,143.3948,212,126,83,99,5.44,130.94375,143.4697,212,126,77,99,5.44,131.1583333,143.4697,212,124,76,84,5.44,131.2083333,143.8654,213,124,116,76,5.44,129.7678571,143.8654,213,124,116,76,5.44,130.204,143.0173,213,125,67,53,5.44,130.625
27,2009,7,14,2,1878.884987,1962.517744,2041.991353,2122.232023,2208.595928,2301.571121,143.4697,212,126,78,84,5.34,131.025,143.8654,213,126,76,84,5.34,131.2083333,143.8654,213,124,70,76,5.34,131.2416667,144.2562,215,124,117,62,5.34,129.9714286,144.2562,215,124,117,62,5.34,130.372,142.5922,215,124,64,51,5.34,130.745
27,2009,7,14,3,1793.964445,1878.884987,1962.517744,2041.991353,2122.232023,2208.595928,143.8654,212,126,77,76,5.25,131.09375,144.2562,215,126,70,76,5.25,131.2416667,144.2562,215,123,68,62,5.25,131.2666667,145.3229,217,123,117,54,5.25,130.1571429,145.2683,217,123,117,54,5.25,130.52,143.1097,217,124,63,42,5.25,130.85
27,2009,7,14,4,1717.112856,1793.964445,1878.884987,1962.517744,2041.991353,2122.232023,144.2562,213,126,76,62,5.16,131.15,145.3229,217,126,68,62,5.16,131.2666667,145.3229,217,120,68,53,5.16,131.2833333,145.8624,219,120,115,52,5.16,130.3214286,145.7816,219,120,115,52,5.16,130.648,143.136,219,123,62,38,5.16,130.94
27,2009,7,14,5,1655.287274,1717.112856,1793.964445,1878.884987,1962.517744,2041.991353,145.3229,215,126,70,53,5.09,131.19375,145.8624,219,126,68,53,5.09,131.2833333,145.8624,219,107,64,52,5.09,131.2833333,145.9828,219,107,115,42,5.09,130.4678571,145.7024,219,107,115,42,5.09,130.756,139.9988,219,120,28,37,5.09,131.015
27,2009,7,14,6,1601.007629,1655.287274,1717.112856,1793.964445,1878.884987,1962.517744,145.8624,217,126,69,52,5.01,131.225,145.9828,219,126,64,52,5.01,131.2833333,145.9828,219,93,63,42,5.01,131.2833333,146.4812,220,93,113,38,5.01,130.5964286,145.9855,220,93,113,38,5.01,130.848,133.6865,220,107,11,32,5.01,131.075
27,2009,7,14,7,1545.352888,1601.007629,1655.287274,1717.112856,1793.964445,1878.884987,145.9828,219,126,68,42,4.92,131.24375,146.4812,220,125,63,42,4.92,131.2833333,146.4812,220,80,62,38,4.92,131.275,146.5923,221,80,111,38,4.92,130.7071429,146.0792,221,80,111,38,4.92,130.928,122.8129,221,93,5,29,4.92,131.125
27,2009,7,14,8,1488.075293,1545.352888,1601.007629,1655.287274,1717.112856,1793.964445,146.4812,219,126,64,38,4.85,131.25625,146.5923,221,125,62,38,4.85,131.275,146.5923,221,70,28,37,4.85,131.2666667,146.6058,221,70,98,33,4.85,130.8035714,145.5183,221,70,98,33,4.85,130.996,111.2265,221,81,1,29,4.85,131.165
27,2009,7,14,9,1431.028705,1488.075293,1545.352888,1601.007629,1655.287274,1717.112856,146.5923,220,125,63,37,4.77,131.2625,146.6058,221,125,28,37,4.77,131.2666667,146.6058,221,59,11,33,4.77,131.25,146.439,221,59,88,29,4.77,130.8821429,145.0739,221,59,88,29,4.77,131.048,97.4385,221,70,1,16,4.77,131.195
27,2009,7,14,10,1375.800179,1431.028705,1488.075293,1545.352888,1601.007629,1655.287274,146.6058,221,125,62,33,4.7,131.25625,146.439,221,124,11,33,4.7,131.25,146.439,221,49,5,29,4.7,131.2333333,145.6231,221,49,84,29,4.7,130.95,144.5607,221,49,84,29,4.7,131.092,86.6835,221,59,1,6,4.7,131.215
27,2009,7,14,11,1325.734638,1375.800179,1431.028705,1488.075293,1545.352888,1601.007629,146.439,220,124,28,29,4.64,131.25,145.6231,220,121,5,29,4.64,131.2333333,145.6231,220,40,1,29,4.64,131.2166667,145.1855,220,40,79,16,4.64,131.0071429,141.3601,220,40,79,16,4.64,131.128,78.4751,220,49,1,3,4.64,131.225
27,2009,7,14,12,1286.97854,1325.734638,1375.800179,1431.028705,1488.075293,1545.352888,145.6231,219,121,11,29,4.59,131.2375,145.1855,219,108,1,29,4.59,131.2166667,145.1855,219,38,1,16,4.59,131.1916667,144.6723,220,38,78,6,4.59,131.05,134.5232,220,38,78,6,4.59,131.152,67.8048,220,40,1,2,4.59,131.23
27,2009,7,14,13,1249.515979,1286.97854,1325.734638,1375.800179,1431.028705,1488.075293,145.1855,219,108,5,16,4.54,131.21875,144.6723,220,94,1,16,4.54,131.1916667,144.6723,220,36,1,6,4.54,131.1666667,141.8779,221,36,77,3,4.54,131.0857143,123.8021,221,36,77,3,4.54,131.168,59.1647,221,38,1,2,4.54,131.225
27,2009,7,14,14,1203.351601,1249.515979,1286.97854,1325.734638,1375.800179,1431.028705,144.6723,219,94,1,6,4.49,131.2,141.8779,221,81,1,6,4.49,131.1666667,141.8779,221,33,1,3,4.49,131.1416667,135.8146,222,33,71,2,4.49,131.1142857,112.7343,222,33,71,2,4.49,131.18,53.3523,222,36,1,2,4.49,131.215
27,2009,7,14,15,1156.559204,1203.351601,1249.515979,1286.97854,1325.734638,1375.800179,141.8779,219,81,1,3,4.45,131.18125,135.8146,221,70,1,3,4.45,131.1416667,135.8146,221,32,1,2,4.45,131.1083333,125.2805,223,32,69,3,4.45,131.1321429,99.5463,223,32,69,3,4.45,131.18,46.8025,223,33,1,3,4.45,131.205
