유입량_Qt_1_F,유입량_Qt_2_F,유입량_Qt_3_F,유입량_Qt_4_F,유입량_Qt_5_F,유입량_Qt_6_F
834.2053407,811.129757,789.1566562,784.0472968,792.9274546,811.9301568
811.129757,789.1566562,784.0472968,792.9274546,811.9301568,851.8529192
789.1566562,784.0472968,792.9274546,811.9301568,851.8529192,925.94804
784.0472968,792.9274546,811.9301568,851.8529192,925.94804,1042.62246
792.9274546,811.9301568,851.8529192,925.94804,1042.62246,1201.148689
811.9301568,851.8529192,925.94804,1042.62246,1201.148689,1369.106864
851.8529192,925.94804,1042.62246,1201.148689,1369.106864,1509.337227
925.94804,1042.62246,1201.148689,1369.106864,1509.337227,1597.412786
1042.62246,1201.148689,1369.106864,1509.337227,1597.412786,1621.790822
1201.148689,1369.106864,1509.337227,1597.412786,1621.790822,1609.732932
1369.106864,1509.337227,1597.412786,1621.790822,1609.732932,1594.843469
1509.337227,1597.412786,1621.790822,1609.732932,1594.843469,1597.293493
1597.412786,1621.790822,1609.732932,1594.843469,1597.293493,1632.385873
1621.790822,1609.732932,1594.843469,1597.293493,1632.385873,1709.38401
1609.732932,1594.843469,1597.293493,1632.385873,1709.38401,1825.064653
1594.843469,1597.293493,1632.385873,1709.38401,1825.064653,1937.354621
1597.293493,1632.385873,1709.38401,1825.064653,1937.354621,2013.432705
1632.385873,1709.38401,1825.064653,1937.354621,2013.432705,2035.479233
1709.38401,1825.064653,1937.354621,2013.432705,2035.479233,2025.451929
1825.064653,1937.354621,2013.432705,2035.479233,2025.451929,2011.819297
1937.354621,2013.432705,2035.479233,2025.451929,2011.819297,2009.315563
2013.432705,2035.479233,2025.451929,2011.819297,2009.315563,2030.869644
2035.479233,2025.451929,2011.819297,2009.315563,2030.869644,2095.923501
2025.451929,2011.819297,2009.315563,2030.869644,2095.923501,2217.430677
2011.819297,2009.315563,2030.869644,2095.923501,2217.430677,2375.878001
2009.315563,2030.869644,2095.923501,2217.430677,2375.878001,2541.584301
2030.869644,2095.923501,2217.430677,2375.878001,2541.584301,2676.663091
2095.923501,2217.430677,2375.878001,2541.584301,2676.663091,2749.695773
2217.430677,2375.878001,2541.584301,2676.663091,2749.695773,2763.3406
2375.878001,2541.584301,2676.663091,2749.695773,2763.3406,2729.214801
2541.584301,2676.663091,2749.695773,2763.3406,2729.214801,2660.694659
2676.663091,2749.695773,2763.3406,2729.214801,2660.694659,2570.854088
2749.695773,2763.3406,2729.214801,2660.694659,2570.854088,2469.798449
2763.3406,2729.214801,2660.694659,2570.854088,2469.798449,2366.26121
2729.214801,2660.694659,2570.854088,2469.798449,2366.26121,2266.456789
2660.694659,2570.854088,2469.798449,2366.26121,2266.456789,2173.406635
2570.854088,2469.798449,2366.26121,2266.456789,2173.406635,2082.18168
2469.798449,2366.26121,2266.456789,2173.406635,2082.18168,1994.498945
2366.26121,2266.456789,2173.406635,2082.18168,1994.498945,1913.238919
2266.456789,2173.406635,2082.18168,1994.498945,1913.238919,1836.72665
2173.406635,2082.18168,1994.498945,1913.238919,1836.72665,1763.922719
2082.18168,1994.498945,1913.238919,1836.72665,1763.922719,1700.885263
1994.498945,1913.238919,1836.72665,1763.922719,1700.885263,1651.881062
1913.238919,1836.72665,1763.922719,1700.885263,1651.881062,1606.913891
1836.72665,1763.922719,1700.885263,1651.881062,1606.913891,1555.630466
1763.922719,1700.885263,1651.881062,1606.913891,1555.630466,1500.512255
1700.885263,1651.881062,1606.913891,1555.630466,1500.512255,1447.623204
1651.881062,1606.913891,1555.630466,1500.512255,1447.623204,1404.522423
1606.913891,1555.630466,1500.512255,1447.623204,1404.522423,1376.975253
1555.630466,1500.512255,1447.623204,1404.522423,1376.975253,1362.076784
1500.512255,1447.623204,1404.522423,1376.975253,1362.076784,1348.856116
1447.623204,1404.522423,1376.975253,1362.076784,1348.856116,1302.74865
1404.522423,1376.975253,1362.076784,1348.856116,1302.74865,1195.667664
1376.975253,1362.076784,1348.856116,1302.74865,1195.667664,1049.031661
1362.076784,1348.856116,1302.74865,1195.667664,1049.031661,893.6495014
114.4452508,106.1104969,95.41328155,85.19842085,76.31374114,69.13642863
106.1104969,95.41328155,85.19842085,76.31374114,69.13642863,64.1580986
95.41328155,85.19842085,76.31374114,69.13642863,64.1580986,61.55451331
85.19842085,76.31374114,69.13642863,64.1580986,61.55451331,60.1235939
76.31374114,69.13642863,64.1580986,61.55451331,60.1235939,58.4111556
69.13642863,64.1580986,61.55451331,60.1235939,58.4111556,55.33243103
64.1580986,61.55451331,60.1235939,58.4111556,55.33243103,49.84637493
61.55451331,60.1235939,58.4111556,55.33243103,49.84637493,40.71741321
60.1235939,58.4111556,55.33243103,49.84637493,40.71741321,27.60296005
58.4111556,55.33243103,49.84637493,40.71741321,27.60296005,13.92691157
55.33243103,49.84637493,40.71741321,27.60296005,13.92691157,3.541153465
49.84637493,40.71741321,27.60296005,13.92691157,3.541153465,3.8
40.71741321,27.60296005,13.92691157,3.541153465,3.8,4.2
27.60296005,13.92691157,3.541153465,3.8,4.2,4.682136074
13.92691157,3.541153465,3.8,4.2,4.682136074,14.33465859
3.541153465,3.8,4.2,4.682136074,14.33465859,26.47244744
3.8,4.2,4.682136074,14.33465859,26.47244744,40.15255098
4.2,4.682136074,14.33465859,26.47244744,40.15255098,56.29903687
4.682136074,14.33465859,26.47244744,40.15255098,56.29903687,76.05213475
14.33465859,26.47244744,40.15255098,56.29903687,76.05213475,99.5497027
26.47244744,40.15255098,56.29903687,76.05213475,99.5497027,125.294817
40.15255098,56.29903687,76.05213475,99.5497027,125.294817,146.2537977
56.29903687,76.05213475,99.5497027,125.294817,146.2537977,155.9711984
76.05213475,99.5497027,125.294817,146.2537977,155.9711984,155.8412621
99.5497027,125.294817,146.2537977,155.9711984,155.8412621,149.1662107
125.294817,146.2537977,155.9711984,155.8412621,149.1662107,139.0304921
146.2537977,155.9711984,155.8412621,149.1662107,139.0304921,128.0293967
155.9711984,155.8412621,149.1662107,139.0304921,128.0293967,117.0193558
155.8412621,149.1662107,139.0304921,128.0293967,117.0193558,106.9040553
149.1662107,139.0304921,128.0293967,117.0193558,106.9040553,100.515056
139.0304921,128.0293967,117.0193558,106.9040553,100.515056,101.4499026
128.0293967,117.0193558,106.9040553,100.515056,101.4499026,114.4421996
117.0193558,106.9040553,100.515056,101.4499026,114.4421996,142.0708152
106.9040553,100.515056,101.4499026,114.4421996,142.0708152,177.3050108
100.515056,101.4499026,114.4421996,142.0708152,177.3050108,211.2568951
101.4499026,114.4421996,142.0708152,177.3050108,211.2568951,238.4380134
114.4421996,142.0708152,177.3050108,211.2568951,238.4380134,266.3760614
142.0708152,177.3050108,211.2568951,238.4380134,266.3760614,304.4858805
177.3050108,211.2568951,238.4380134,266.3760614,304.4858805,356.7147464
211.2568951,238.4380134,266.3760614,304.4858805,356.7147464,425.801631
238.4380134,266.3760614,304.4858805,356.7147464,425.801631,515.1198588
266.3760614,304.4858805,356.7147464,425.801631,515.1198588,629.6628425
304.4858805,356.7147464,425.801631,515.1198588,629.6628425,780.2699959
356.7147464,425.801631,515.1198588,629.6628425,780.2699959,978.5885687
425.801631,515.1198588,629.6628425,780.2699959,978.5885687,1233.651152
515.1198588,629.6628425,780.2699959,978.5885687,1233.651152,1550.039294
629.6628425,780.2699959,978.5885687,1233.651152,1550.039294,1917.145038
780.2699959,978.5885687,1233.651152,1550.039294,1917.145038,2314.396954
978.5885687,1233.651152,1550.039294,1917.145038,2314.396954,2696.55923
1233.651152,1550.039294,1917.145038,2314.396954,2696.55923,3017.803519
1550.039294,1917.145038,2314.396954,2696.55923,3017.803519,3254.5957
1917.145038,2314.396954,2696.55923,3017.803519,3254.5957,3393.526631
2314.396954,2696.55923,3017.803519,3254.5957,3393.526631,3439.39286
2696.55923,3017.803519,3254.5957,3393.526631,3439.39286,3403.119327
3017.803519,3254.5957,3393.526631,3439.39286,3403.119327,3301.938851
3254.5957,3393.526631,3439.39286,3403.119327,3301.938851,3154.5134
3393.526631,3439.39286,3403.119327,3301.938851,3154.5134,2978.913669
3439.39286,3403.119327,3301.938851,3154.5134,2978.913669,2791.870711
3403.119327,3301.938851,3154.5134,2978.913669,2791.870711,2605.348276
3301.938851,3154.5134,2978.913669,2791.870711,2605.348276,2429.508449
3154.5134,2978.913669,2791.870711,2605.348276,2429.508449,2272.07395
2978.913669,2791.870711,2605.348276,2429.508449,2272.07395,2138.22491
2791.870711,2605.348276,2429.508449,2272.07395,2138.22491,2025.410484
2605.348276,2429.508449,2272.07395,2138.22491,2025.410484,1929.255451
2429.508449,2272.07395,2138.22491,2025.410484,1929.255451,1845.818065
2272.07395,2138.22491,2025.410484,1929.255451,1845.818065,1771.249784
2138.22491,2025.410484,1929.255451,1845.818065,1771.249784,1701.641407
2025.410484,1929.255451,1845.818065,1771.249784,1701.641407,1633.280135
1929.255451,1845.818065,1771.249784,1701.641407,1633.280135,1563.29945
1845.818065,1771.249784,1701.641407,1633.280135,1563.29945,1490.414153
1771.249784,1701.641407,1633.280135,1563.29945,1490.414153,1418.818059
1701.641407,1633.280135,1563.29945,1490.414153,1418.818059,1353.219052
1633.280135,1563.29945,1490.414153,1418.818059,1353.219052,1294.902302
1563.29945,1490.414153,1418.818059,1353.219052,1294.902302,1243.987442
1490.414153,1418.818059,1353.219052,1294.902302,1243.987442,1199.35467
1418.818059,1353.219052,1294.902302,1243.987442,1199.35467,1159.464533
1353.219052,1294.902302,1243.987442,1199.35467,1159.464533,1122.338411
1294.902302,1243.987442,1199.35467,1159.464533,1122.338411,1086.076124
1243.987442,1199.35467,1159.464533,1122.338411,1086.076124,1049.530411
1199.35467,1159.464533,1122.338411,1086.076124,1049.530411,1011.448005
1159.464533,1122.338411,1086.076124,1049.530411,1011.448005,969.3986829
1122.338411,1086.076124,1049.530411,1011.448005,969.3986829,920.5601134
1086.076124,1049.530411,1011.448005,969.3986829,920.5601134,861.7184917
1049.530411,1011.448005,969.3986829,920.5601134,861.7184917,790.6722505
1011.448005,969.3986829,920.5601134,861.7184917,790.6722505,709.6602469
969.3986829,920.5601134,861.7184917,790.6722505,709.6602469,622.1997072
411.4935123,405.6839743,407.9739828,418.8277735,436.3574532,457.5761304
405.6839743,407.9739828,418.8277735,436.3574532,457.5761304,477.4530497
407.9739828,418.8277735,436.3574532,457.5761304,477.4530497,490.0873917
418.8277735,436.3574532,457.5761304,477.4530497,490.0873917,488.1419434
436.3574532,457.5761304,477.4530497,490.0873917,488.1419434,467.1766044
457.5761304,477.4530497,490.0873917,488.1419434,467.1766044,435.776115
477.4530497,490.0873917,488.1419434,467.1766044,435.776115,403.9535191
490.0873917,488.1419434,467.1766044,435.776115,403.9535191,374.4102319
488.1419434,467.1766044,435.776115,403.9535191,374.4102319,347.6316608
467.1766044,435.776115,403.9535191,374.4102319,347.6316608,322.5508097
435.776115,403.9535191,374.4102319,347.6316608,322.5508097,297.7705493
403.9535191,374.4102319,347.6316608,322.5508097,297.7705493,272.1256207
374.4102319,347.6316608,322.5508097,297.7705493,272.1256207,246.2687616
347.6316608,322.5508097,297.7705493,272.1256207,246.2687616,227.8928254
322.5508097,297.7705493,272.1256207,246.2687616,227.8928254,223.3993531
297.7705493,272.1256207,246.2687616,227.8928254,223.3993531,226.9845191
272.1256207,246.2687616,227.8928254,223.3993531,226.9845191,231.3110309
246.2687616,227.8928254,223.3993531,226.9845191,231.3110309,235.1130944
227.8928254,223.3993531,226.9845191,231.3110309,235.1130944,238.7621765
223.3993531,226.9845191,231.3110309,235.1130944,238.7621765,243.1072895
226.9845191,231.3110309,235.1130944,238.7621765,243.1072895,248.7760631
231.3110309,235.1130944,238.7621765,243.1072895,248.7760631,255.0330513
235.1130944,238.7621765,243.1072895,248.7760631,255.0330513,261.4871073
238.7621765,243.1072895,248.7760631,255.0330513,261.4871073,270.4873566
243.1072895,248.7760631,255.0330513,261.4871073,270.4873566,284.2642417
248.7760631,255.0330513,261.4871073,270.4873566,284.2642417,301.8332001
255.0330513,261.4871073,270.4873566,284.2642417,301.8332001,321.9439734
261.4871073,270.4873566,284.2642417,301.8332001,321.9439734,345.4985265
270.4873566,284.2642417,301.8332001,321.9439734,345.4985265,371.295658
284.2642417,301.8332001,321.9439734,345.4985265,371.295658,387.5692807
301.8332001,321.9439734,345.4985265,371.295658,387.5692807,383.7376217
321.9439734,345.4985265,371.295658,387.5692807,383.7376217,364.5210508
345.4985265,371.295658,387.5692807,383.7376217,364.5210508,339.0477026
371.295658,387.5692807,383.7376217,364.5210508,339.0477026,318.7746285
387.5692807,383.7376217,364.5210508,339.0477026,318.7746285,317.3887986
383.7376217,364.5210508,339.0477026,318.7746285,317.3887986,355.1679429
364.5210508,339.0477026,318.7746285,317.3887986,355.1679429,450.3211589
339.0477026,318.7746285,317.3887986,355.1679429,450.3211589,606.1922547
318.7746285,317.3887986,355.1679429,450.3211589,606.1922547,816.1418694
317.3887986,355.1679429,450.3211589,606.1922547,816.1418694,1048.463258
355.1679429,450.3211589,606.1922547,816.1418694,1048.463258,1270.554734
450.3211589,606.1922547,816.1418694,1048.463258,1270.554734,1471.30224
606.1922547,816.1418694,1048.463258,1270.554734,1471.30224,1647.860268
816.1418694,1048.463258,1270.554734,1471.30224,1647.860268,1808.969883
1048.463258,1270.554734,1471.30224,1647.860268,1808.969883,1964.984276
1270.554734,1471.30224,1647.860268,1808.969883,1964.984276,2121.118558
1471.30224,1647.860268,1808.969883,1964.984276,2121.118558,2282.076136
1647.860268,1808.969883,1964.984276,2121.118558,2282.076136,2455.651664
1808.969883,1964.984276,2121.118558,2282.076136,2455.651664,2646.214202
1964.984276,2121.118558,2282.076136,2455.651664,2646.214202,2841.339187
2121.118558,2282.076136,2455.651664,2646.214202,2841.339187,3024.329245
2282.076136,2455.651664,2646.214202,2841.339187,3024.329245,3178.189378
2455.651664,2646.214202,2841.339187,3024.329245,3178.189378,3287.834459
2646.214202,2841.339187,3024.329245,3178.189378,3287.834459,3346.11648
2841.339187,3024.329245,3178.189378,3287.834459,3346.11648,3351.334588
3024.329245,3178.189378,3287.834459,3346.11648,3351.334588,3315.639452
3178.189378,3287.834459,3346.11648,3351.334588,3315.639452,3254.322015
3287.834459,3346.11648,3351.334588,3315.639452,3254.322015,3181.382799
3346.11648,3351.334588,3315.639452,3254.322015,3181.382799,3110.927266
3351.334588,3315.639452,3254.322015,3181.382799,3110.927266,3058.77107
3315.639452,3254.322015,3181.382799,3110.927266,3058.77107,3042.473905
3254.322015,3181.382799,3110.927266,3058.77107,3042.473905,3084.861435
3181.382799,3110.927266,3058.77107,3042.473905,3084.861435,3206.797932
3110.927266,3058.77107,3042.473905,3084.861435,3206.797932,3416.03614
3058.77107,3042.473905,3084.861435,3206.797932,3416.03614,3713.313112
3042.473905,3084.861435,3206.797932,3416.03614,3713.313112,4084.414646
3084.861435,3206.797932,3416.03614,3713.313112,4084.414646,4507.106937
3206.797932,3416.03614,3713.313112,4084.414646,4507.106937,4942.029
3416.03614,3713.313112,4084.414646,4507.106937,4942.029,5348.230982
3713.313112,4084.414646,4507.106937,4942.029,5348.230982,5695.534729
4084.414646,4507.106937,4942.029,5348.230982,5695.534729,5956.561826
4507.106937,4942.029,5348.230982,5695.534729,5956.561826,6104.361098
4942.029,5348.230982,5695.534729,5956.561826,6104.361098,6118.31932
5348.230982,5695.534729,5956.561826,6104.361098,6118.31932,6002.747815
5695.534729,5956.561826,6104.361098,6118.31932,6002.747815,5772.32705
5956.561826,6104.361098,6118.31932,6002.747815,5772.32705,5458.289522
6104.361098,6118.31932,6002.747815,5772.32705,5458.289522,5094.862873
6118.31932,6002.747815,5772.32705,5458.289522,5094.862873,4711.703276
6002.747815,5772.32705,5458.289522,5094.862873,4711.703276,4334.733922
5772.32705,5458.289522,5094.862873,4711.703276,4334.733922,3979.517542
5458.289522,5094.862873,4711.703276,4334.733922,3979.517542,3657.103377
5094.862873,4711.703276,4334.733922,3979.517542,3657.103377,3370.847167
4711.703276,4334.733922,3979.517542,3657.103377,3370.847167,3121.218218
4334.733922,3979.517542,3657.103377,3370.847167,3121.218218,2904.833603
3979.517542,3657.103377,3370.847167,3121.218218,2904.833603,2717.528284
3657.103377,3370.847167,3121.218218,2904.833603,2717.528284,2555.861034
3370.847167,3121.218218,2904.833603,2717.528284,2555.861034,2415.997019
3121.218218,2904.833603,2717.528284,2555.861034,2415.997019,2291.803201
2904.833603,2717.528284,2555.861034,2415.997019,2291.803201,2178.202496
2717.528284,2555.861034,2415.997019,2291.803201,2178.202496,2076.639878
2555.861034,2415.997019,2291.803201,2178.202496,2076.639878,1988.338087
2415.997019,2291.803201,2178.202496,2076.639878,1988.338087,1907.1089
2291.803201,2178.202496,2076.639878,1988.338087,1907.1089,1827.348217
2178.202496,2076.639878,1988.338087,1907.1089,1827.348217,1753.199406
2076.639878,1988.338087,1907.1089,1827.348217,1753.199406,1689.289404
1988.338087,1907.1089,1827.348217,1753.199406,1689.289404,1632.431942
1907.1089,1827.348217,1753.199406,1689.289404,1632.431942,1577.940573
1827.348217,1753.199406,1689.289404,1632.431942,1577.940573,1522.941345
1753.199406,1689.289404,1632.431942,1577.940573,1522.941345,1466.011006
1689.289404,1632.431942,1577.940573,1522.941345,1466.011006,1409.716596
1632.431942,1577.940573,1522.941345,1466.011006,1409.716596,1357.158115
1577.940573,1522.941345,1466.011006,1409.716596,1357.158115,1309.577091
1522.941345,1466.011006,1409.716596,1357.158115,1309.577091,1267.473483
1466.011006,1409.716596,1357.158115,1309.577091,1267.473483,1230.239437
1409.716596,1357.158115,1309.577091,1267.473483,1230.239437,1196.779949
1357.158115,1309.577091,1267.473483,1230.239437,1196.779949,1165.159236
1309.577091,1267.473483,1230.239437,1196.779949,1165.159236,1132.846183
1267.473483,1230.239437,1196.779949,1165.159236,1132.846183,1095.76914
1230.239437,1196.779949,1165.159236,1132.846183,1095.76914,1050.756582
1196.779949,1165.159236,1132.846183,1095.76914,1050.756582,999.778004
286.0093642,302.0533595,301.6913601,278.3598243,242.223812,204.978261
302.0533595,301.6913601,278.3598243,242.223812,204.978261,167.7090208
301.6913601,278.3598243,242.223812,204.978261,167.7090208,131.1006829
278.3598243,242.223812,204.978261,167.7090208,131.1006829,104.8418942
242.223812,204.978261,167.7090208,131.1006829,104.8418942,98.3065308
204.978261,167.7090208,131.1006829,104.8418942,98.3065308,110.6053276
167.7090208,131.1006829,104.8418942,98.3065308,110.6053276,136.8881623
131.1006829,104.8418942,98.3065308,110.6053276,136.8881623,166.7246239
104.8418942,98.3065308,110.6053276,136.8881623,166.7246239,189.5659138
98.3065308,110.6053276,136.8881623,166.7246239,189.5659138,199.9699694
110.6053276,136.8881623,166.7246239,189.5659138,199.9699694,197.0247097
136.8881623,166.7246239,189.5659138,199.9699694,197.0247097,192.8312423
166.7246239,189.5659138,199.9699694,197.0247097,192.8312423,199.0757258
189.5659138,199.9699694,197.0247097,192.8312423,199.0757258,212.7713342
199.9699694,197.0247097,192.8312423,199.0757258,212.7713342,227.0694427
197.0247097,192.8312423,199.0757258,212.7713342,227.0694427,234.3472175
192.8312423,199.0757258,212.7713342,227.0694427,234.3472175,231.8340333
199.0757258,212.7713342,227.0694427,234.3472175,231.8340333,236.9423085
212.7713342,227.0694427,234.3472175,231.8340333,236.9423085,263.940521
227.0694427,234.3472175,231.8340333,236.9423085,263.940521,294.3383423
234.3472175,231.8340333,236.9423085,263.940521,294.3383423,306.1141453
231.8340333,236.9423085,263.940521,294.3383423,306.1141453,295.8799164
236.9423085,263.940521,294.3383423,306.1141453,295.8799164,267.1514996
263.940521,294.3383423,306.1141453,295.8799164,267.1514996,232.4265555
294.3383423,306.1141453,295.8799164,267.1514996,232.4265555,203.8975
306.1141453,295.8799164,267.1514996,232.4265555,203.8975,183.5539537
295.8799164,267.1514996,232.4265555,203.8975,183.5539537,170.8348384
267.1514996,232.4265555,203.8975,183.5539537,170.8348384,164.1767939
232.4265555,203.8975,183.5539537,170.8348384,164.1767939,158.0073324
203.8975,183.5539537,170.8348384,164.1767939,158.0073324,148.0155743
183.5539537,170.8348384,164.1767939,158.0073324,148.0155743,138.9461998
170.8348384,164.1767939,158.0073324,148.0155743,138.9461998,136.0957743
164.1767939,158.0073324,148.0155743,138.9461998,136.0957743,137.9128433
158.0073324,148.0155743,138.9461998,136.0957743,137.9128433,142.1602686
148.0155743,138.9461998,136.0957743,137.9128433,142.1602686,150.7061987
138.9461998,136.0957743,137.9128433,142.1602686,150.7061987,164.648009
136.0957743,137.9128433,142.1602686,150.7061987,164.648009,177.8946988
137.9128433,142.1602686,150.7061987,164.648009,177.8946988,184.4548617
142.1602686,150.7061987,164.648009,177.8946988,184.4548617,185.9238465
150.7061987,164.648009,177.8946988,184.4548617,185.9238465,185.8927696
164.648009,177.8946988,184.4548617,185.9238465,185.8927696,188.3490639
177.8946988,184.4548617,185.9238465,185.8927696,188.3490639,197.1979575
184.4548617,185.9238465,185.8927696,188.3490639,197.1979575,215.6195423
185.9238465,185.8927696,188.3490639,197.1979575,215.6195423,245.4062882
185.8927696,188.3490639,197.1979575,215.6195423,245.4062882,283.525313
188.3490639,197.1979575,215.6195423,245.4062882,283.525313,322.9953121
197.1979575,215.6195423,245.4062882,283.525313,322.9953121,345.8666435
215.6195423,245.4062882,283.525313,322.9953121,345.8666435,338.4603762
245.4062882,283.525313,322.9953121,345.8666435,338.4603762,315.1487598
283.525313,322.9953121,345.8666435,338.4603762,315.1487598,293.4280564
322.9953121,345.8666435,338.4603762,315.1487598,293.4280564,275.2393948
345.8666435,338.4603762,315.1487598,293.4280564,275.2393948,257.6837034
338.4603762,315.1487598,293.4280564,275.2393948,257.6837034,234.0562433
315.1487598,293.4280564,275.2393948,257.6837034,234.0562433,201.1829625
293.4280564,275.2393948,257.6837034,234.0562433,201.1829625,173.8182245
275.2393948,257.6837034,234.0562433,201.1829625,173.8182245,165.8743307
257.6837034,234.0562433,201.1829625,173.8182245,165.8743307,169.9669175
234.0562433,201.1829625,173.8182245,165.8743307,169.9669175,174.7810493
201.1829625,173.8182245,165.8743307,169.9669175,174.7810493,174.5761644
173.8182245,165.8743307,169.9669175,174.7810493,174.5761644,165.0052952
165.8743307,169.9669175,174.7810493,174.5761644,165.0052952,144.0787951
169.9669175,174.7810493,174.5761644,165.0052952,144.0787951,119.2363025
174.7810493,174.5761644,165.0052952,144.0787951,119.2363025,100.6178939
174.5761644,165.0052952,144.0787951,119.2363025,100.6178939,99.73611285
165.0052952,144.0787951,119.2363025,100.6178939,99.73611285,133.4171302
144.0787951,119.2363025,100.6178939,99.73611285,133.4171302,238.3691578
119.2363025,100.6178939,99.73611285,133.4171302,238.3691578,453.303083
100.6178939,99.73611285,133.4171302,238.3691578,453.303083,805.0584521
99.73611285,133.4171302,238.3691578,453.303083,805.0584521,1308.964792
133.4171302,238.3691578,453.303083,805.0584521,1308.964792,1946.182891
238.3691578,453.303083,805.0584521,1308.964792,1946.182891,2690.576915
453.303083,805.0584521,1308.964792,1946.182891,2690.576915,3520.993279
805.0584521,1308.964792,1946.182891,2690.576915,3520.993279,4402.29643
1308.964792,1946.182891,2690.576915,3520.993279,4402.29643,5238.440696
1946.182891,2690.576915,3520.993279,4402.29643,5238.440696,5928.227953
2690.576915,3520.993279,4402.29643,5238.440696,5928.227953,6410.760383
3520.993279,4402.29643,5238.440696,5928.227953,6410.760383,6649.461979
4402.29643,5238.440696,5928.227953,6410.760383,6649.461979,6664.743659
5238.440696,5928.227953,6410.760383,6649.461979,6664.743659,6494.54945
5928.227953,6410.760383,6649.461979,6664.743659,6494.54945,6189.96889
6410.760383,6649.461979,6664.743659,6494.54945,6189.96889,5804.854979
6649.461979,6664.743659,6494.54945,6189.96889,5804.854979,5390.969056
6664.743659,6494.54945,6189.96889,5804.854979,5390.969056,4995.303187
6494.54945,6189.96889,5804.854979,5390.969056,4995.303187,4647.864002
6189.96889,5804.854979,5390.969056,4995.303187,4647.864002,4365.900508
5804.854979,5390.969056,4995.303187,4647.864002,4365.900508,4132.616661
5390.969056,4995.303187,4647.864002,4365.900508,4132.616661,3925.760092
4995.303187,4647.864002,4365.900508,4132.616661,3925.760092,3735.298199
4647.864002,4365.900508,4132.616661,3925.760092,3735.298199,3554.779362
4365.900508,4132.616661,3925.760092,3735.298199,3554.779362,3379.856113
4132.616661,3925.760092,3735.298199,3554.779362,3379.856113,3208.664151
3925.760092,3735.298199,3554.779362,3379.856113,3208.664151,3047.16769
3735.298199,3554.779362,3379.856113,3208.664151,3047.16769,2901.532123
3554.779362,3379.856113,3208.664151,3047.16769,2901.532123,2770.899062
3379.856113,3208.664151,3047.16769,2901.532123,2770.899062,2652.654169
3208.664151,3047.16769,2901.532123,2770.899062,2652.654169,2544.230944
3047.16769,2901.532123,2770.899062,2652.654169,2544.230944,2443.254222
2901.532123,2770.899062,2652.654169,2544.230944,2443.254222,2348.25592
2770.899062,2652.654169,2544.230944,2443.254222,2348.25592,2261.204937
2652.654169,2544.230944,2443.254222,2348.25592,2261.204937,2184.415318
2544.230944,2443.254222,2348.25592,2261.204937,2184.415318,2118.144696
2443.254222,2348.25592,2261.204937,2184.415318,2118.144696,2061.597228
2348.25592,2261.204937,2184.415318,2118.144696,2061.597228,2011.819579
2261.204937,2184.415318,2118.144696,2061.597228,2011.819579,1965.497846
2184.415318,2118.144696,2061.597228,2011.819579,1965.497846,1920.033355
2118.144696,2061.597228,2011.819579,1965.497846,1920.033355,1873.174934
2061.597228,2011.819579,1965.497846,1920.033355,1873.174934,1823.346184
2011.819579,1965.497846,1920.033355,1873.174934,1823.346184,1770.588016
1965.497846,1920.033355,1873.174934,1823.346184,1770.588016,1720.735819
1920.033355,1873.174934,1823.346184,1770.588016,1720.735819,1679.203463
1873.174934,1823.346184,1770.588016,1720.735819,1679.203463,1643.924262
1823.346184,1770.588016,1720.735819,1679.203463,1643.924262,1611.744747
1770.588016,1720.735819,1679.203463,1643.924262,1611.744747,1582.644876
1720.735819,1679.203463,1643.924262,1611.744747,1582.644876,1556.684006
1679.203463,1643.924262,1611.744747,1582.644876,1556.684006,1531.105672
1643.924262,1611.744747,1582.644876,1556.684006,1531.105672,1503.512821
1611.744747,1582.644876,1556.684006,1531.105672,1503.512821,1475.76187
1582.644876,1556.684006,1531.105672,1503.512821,1475.76187,1449.896617
1556.684006,1531.105672,1503.512821,1475.76187,1449.896617,1424.456918
1531.105672,1503.512821,1475.76187,1449.896617,1424.456918,1398.10859
1503.512821,1475.76187,1449.896617,1424.456918,1398.10859,1373.525232
1475.76187,1449.896617,1424.456918,1398.10859,1373.525232,1353.968149
1449.896617,1424.456918,1398.10859,1373.525232,1353.968149,1341.04169
1424.456918,1398.10859,1373.525232,1353.968149,1341.04169,1337.92791
1398.10859,1373.525232,1353.968149,1341.04169,1337.92791,1355.776651
1373.525232,1353.968149,1341.04169,1337.92791,1355.776651,1404.132546
1353.968149,1341.04169,1337.92791,1355.776651,1404.132546,1478.151623
908.5856183,887.7070953,865.0187344,839.8503725,811.6407732,780.3067715
887.7070953,865.0187344,839.8503725,811.6407732,780.3067715,745.9859905
865.0187344,839.8503725,811.6407732,780.3067715,745.9859905,709.2211345
839.8503725,811.6407732,780.3067715,745.9859905,709.2211345,670.923729
811.6407732,780.3067715,745.9859905,709.2211345,670.923729,633.0755019
780.3067715,745.9859905,709.2211345,670.923729,633.0755019,597.9363128
745.9859905,709.2211345,670.923729,633.0755019,597.9363128,567.8083442
709.2211345,670.923729,633.0755019,597.9363128,567.8083442,544.8313466
670.923729,633.0755019,597.9363128,567.8083442,544.8313466,530.4530198
633.0755019,597.9363128,567.8083442,544.8313466,530.4530198,525.5024952
597.9363128,567.8083442,544.8313466,530.4530198,525.5024952,529.0266832
567.8083442,544.8313466,530.4530198,525.5024952,529.0266832,540.0766278
